id,char,gender,genre,title,line_count,pkey
1168,BILLY,M,Horror,carrie,137,billy-carrie
1169,MATT,M,Drama,terminator,35,matt-terminator
1170,BANDY,,Romance,revolutionaryroad,21,bandy-revolutionaryroad
1171,"ABU into:  a duck, an ostrich, a turtle, and a '57",NA,Musical,aladdin,24,"abu_into:__a_duck,_an_ostrich,_a_turtle,_and_a_'57-aladdin"
1172,BARRETT,,Crime,batman2,26,barrett-batman2
1173,DICK,M,Romance,highfidelity,145,dick-highfidelity
1174,HICCUP,M,Adventure,howtotrainyourdragon2,652,hiccup-howtotrainyourdragon2
1175,MAE MOBLEY,,Drama,helpthe,63,mae_mobley-helpthe
1176,DANIELS,,Adventure,mummythe,55,daniels-mummythe
1177,LUDWIG,,Drama,kafka,78,ludwig-kafka
1178,BALDEZ,,Action,irobot,25,baldez-irobot
1179,MRS. VANDER,F,Romance,angeleyes,25,mrs._vander-angeleyes
1180,CREATURE,,Drama,frankenstein,275,creature-frankenstein
1181,SANTANICO,,Comedy,fromdusktilldawn,22,santanico-fromdusktilldawn
1182,HERNANDEZ,,Thriller,deepcover,42,hernandez-deepcover
1183,TROXELL,,Thriller,bodyofevidence,39,troxell-bodyofevidence
1184,DOYLE,,Drama,slingblade,505,doyle-slingblade
1185,MOM,F,Thriller,boondocksaintsthe,92,mom-boondocksaintsthe
1186,BODKIN,,Adventure,tristanandisolde,23,bodkin-tristanandisolde
1187,PIMENOV,,Romance,grandhotel,97,pimenov-grandhotel
1188,VEASEY,,War,coldmountain,209,veasey-coldmountain
1189,MR. McCLEERY,M,Comedy,graduatethe,61,mr._mccleery-graduatethe
1190,CAPULET (CONT.),,Drama,romeojuliet,32,capulet_(cont.)-romeojuliet
1191,MAS AMEDDA,,Sci-Fi,starwarsattackoftheclones,24,mas_amedda-starwarsattackoftheclones
1192,DR. WOODWARD,,Sci-Fi,super8,43,dr._woodward-super8
1193,HANS,,Thriller,diehard,552,hans-diehard
1194,BEN,M,Adventure,spiderman,49,ben-spiderman
1195,REAGAN,,Thriller,pointbreak,21,reagan-pointbreak
1196,HARRY,M,Adventure,heavymetal,30,harry-heavymetal
1197,CROCKETT,,Crime,kingofcomedythe,54,crockett-kingofcomedythe
1198,DANNY/TOM,M,Drama,saltonseathe,66,danny/tom-saltonseathe
1199,PALMER,,Comedy,burnafterreading,175,palmer-burnafterreading
1200,MALE HOST,M,Drama,helpthe,24,male_host-helpthe
1201,MR. FISHER,,Thriller,verybadthings,61,mr._fisher-verybadthings
1202,VICTOR,M,Sci-Fi,frankenstein,598,victor-frankenstein
1203,EDMUNDS,,Sci-Fi,sphere,65,edmunds-sphere
1204,SS CAPTAIN,,Biography,pianistthe,29,ss_captain-pianistthe
1205,SAM,,Crime,sdarko,452,sam-sdarko
1206,WAYNE,M,Crime,darkknightrisesthe,508,wayne-darkknightrisesthe
1207,TODD,M,Drama,soldier,58,todd-soldier
1208,LORRAINE,F,Romance,bountyhunterthe,41,lorraine-bountyhunterthe
1209,TODD,M,Sci-Fi,soldier,58,todd-soldier
1210,(MORE),NA,Family,marleyme,43,(more)-marleyme
1211,GREG,M,Drama,5050,31,greg-5050
1212,POLO,,Adventure,jaws2,35,polo-jaws2
1213,DAISY,F,Crime,machinegunpreacher,36,daisy-machinegunpreacher
1214,FACTORY WOMEN,F,Drama,lesmiserables,22,factory_women-lesmiserables
1215,LINDA (cont'd),F,Thriller,hollowman,86,linda_(cont'd)-hollowman
1216,TRUCKER,,Thriller,thelmalouise,29,trucker-thelmalouise
1217,KAREN,F,Romance,punchdrunklove,28,karen-punchdrunklove
1218,CLERK,,Adventure,totalrecall,31,clerk-totalrecall
1219,YEVHEN,,Action,italianjobthe,66,yevhen-italianjobthe
1220,SHAUNESSY'S VOICE,,Drama,kramervskramer,36,shaunessy's_voice-kramervskramer
1221,MOTHERSHEAD,,Drama,elephantmanthe,145,mothershead-elephantmanthe
1222,LOKI,M,Adventure,avengersthe2012,196,loki-avengersthe2012
1223,ANDRE,,Drama,beinghuman,46,andre-beinghuman
1224,CHIEF,,Action,boondocksaints2allsaintsday,36,chief-boondocksaints2allsaintsday
1225,HECTOR,M,Action,lakeplacid,471,hector-lakeplacid
1226,OLD SALIERI,,Drama,amadeus,522,old_salieri-amadeus
1227,ARD,,Horror,heavymetal,70,ard-heavymetal
1228,STRANGER,,Comedy,manwhowasnttherethe,23,stranger-manwhowasnttherethe
1229,WILL,M,Fantasy,bigfish,445,will-bigfish
1230,SPIRO GIAVANNIS,,Thriller,weownthenight,36,spiro_giavannis-weownthenight
1231,COLIN,M,Drama,myweekwithmarilyn,689,colin-myweekwithmarilyn
1232,CASEY,,Horror,scream,168,casey-scream
1233,POLO,,Thriller,jaws2,35,polo-jaws2
1234,MARY,F,Comedy,mrblandingsbuildshisdreamhouse,38,mary-mrblandingsbuildshisdreamhouse
1235,WALTER,M,Romance,waterforelephants,25,walter-waterforelephants
1236,LISA,F,Fantasy,seventhsealthe,22,lisa-seventhsealthe
1237,JANE,F,Thriller,hauntingthe,41,jane-hauntingthe
1238,MAX,M,Crime,thelmalouise,81,max-thelmalouise
1239,PIERSON,,Drama,griftersthe,59,pierson-griftersthe
1240,COX,,Comedy,larrycrowne,54,cox-larrycrowne
1241,KNOX (cont.),,Crime,batman,55,knox_(cont.)-batman
1242,LISA (cont'd),F,Drama,obsessed,60,lisa_(cont'd)-obsessed
1243,DEEP THROAT,,Thriller,allthepresidentsmen,159,deep_throat-allthepresidentsmen
1244,OLIVIER (AS REGENT),M,Drama,myweekwithmarilyn,36,olivier_(as_regent)-myweekwithmarilyn
1245,METATRON,,Comedy,dogma,69,metatron-dogma
1246,WYMAN,,Drama,smokinaces,56,wyman-smokinaces
1247,CHARLIE FROST,M,Drama,2012,91,charlie_frost-2012
1248,NURSE #1,,Comedy,inventionoflyingthe,21,nurse_#1-inventionoflyingthe
1249,NEWSMAN 1,,Drama,jfk,39,newsman_1-jfk
1250,PINCUS,,Drama,heist,211,pincus-heist
1251,COMPUTER,,Horror,alien,63,computer-alien
1252,(CONTTNTTFD ),NA,Drama,waybackthe,24,(conttnttfd_)-waybackthe
1253,BERGER,,Crime,klute,22,berger-klute
1254,MR. NEWBERRY,M,Romance,grossepointblank,27,mr._newberry-grossepointblank
1255,GINA,F,Drama,miamivice,106,gina-miamivice
1256,STEVE,M,Western,roughshod,429,steve-roughshod
1257,TRAVERS,,Thriller,cliffhanger,362,travers-cliffhanger
1258,JULIE,F,Comedy,17again,125,julie-17again
1259,DALE,M,Thriller,pineappleexpress,1015,dale-pineappleexpress
1260,MIKE,M,Thriller,fairgame,80,mike-fairgame
1261,FLYNN,,Sci-Fi,tronlegacy,404,flynn-tronlegacy
1262,BILL,M,Romance,colorofnight,1042,bill-colorofnight
1263,SATNAM,,Drama,2012,26,satnam-2012
1264,MEYERLING,,Thriller,arcticblue,114,meyerling-arcticblue
1265,SUSHI CHEF (ENGLISH),,Comedy,killbillvolume12,63,sushi_chef_(english)-killbillvolume12
1266,ROLAND (cont'd),,Horror,jurassicparkthelostworld,24,roland_(cont'd)-jurassicparkthelostworld
1267,DARGUS,,Comedy,jackiebrown,182,dargus-jackiebrown
1268,BARTHOLOMEW'S VOICE,M,Thriller,charade,22,bartholomew's_voice-charade
1269,KIPLING,,Crime,aliennation,23,kipling-aliennation
1270,PRINCIPAL,,Romance,almostfamous,43,principal-almostfamous
1271,(CONTINUED),NA,Adventure,robinhoodprinceofthieves,238,(continued)-robinhoodprinceofthieves
1272,RAY,M,Sci-Fi,waroftheworlds,772,ray-waroftheworlds
1273,DODGE,,Adventure,ghostship,455,dodge-ghostship
1274,HELLER,,Action,mysterymen,75,heller-mysterymen
1275,GENETIC DOCTOR,,Drama,perfectcreature,58,genetic_doctor-perfectcreature
1276,DANNY,M,Mystery,lonestar,34,danny-lonestar
1277,BILL,M,Drama,jfk,286,bill-jfk
1278,TINA,F,Drama,siegethe,55,tina-siegethe
1279,THE 39 STEPS,,Drama,hannahandhersisters,36,the_39_steps-hannahandhersisters
1280,GERTA,F,Romance,juno,28,gerta-juno
1281,REGGIE,,Thriller,wildatheart,114,reggie-wildatheart
1282,JEFF,M,Thriller,rearwindow,1273,jeff-rearwindow
1283,MERRICK,,Sci-Fi,shivers,56,merrick-shivers
1284,ALEX,,Thriller,maxpayne,27,alex-maxpayne
1285,HOST,,Sci-Fi,strangedays,25,host-strangedays
1286,OLIVETTI,,Mystery,angelsdemons,123,olivetti-angelsdemons
1287,FEMALE REPORTER,F,Crime,observeandreport,61,female_reporter-observeandreport
1288,DEREK,M,Action,vforvendetta,99,derek-vforvendetta
1289,SID,,Action,bountyhunterthe,152,sid-bountyhunterthe
1290,PITER,,Action,dune,63,piter-dune
1291,BOSS,,Action,machete,28,boss-machete
1292,GENERAL MARSHALL,,Drama,pearlharbor,32,general_marshall-pearlharbor
1293,TECHNICIAN,,Thriller,minorityreport,35,technician-minorityreport
1294,WRIGLEY,,Comedy,intolerablecruelty,89,wrigley-intolerablecruelty
1295,BRYANT,,Action,bladerunner,93,bryant-bladerunner
1296,FLOYD,,Crime,stingthe,42,floyd-stingthe
1297,PHIL,M,Adventure,whitesquall,174,phil-whitesquall
1298,ELLIS,,Crime,cellular,48,ellis-cellular
1299,DOLPHINE,F,Drama,blackdahliathe,45,dolphine-blackdahliathe
1300,LISA,F,Thriller,rearwindow,660,lisa-rearwindow
1301,ISABEL,F,Thriller,oceanstwelve,515,isabel-oceanstwelve
1302,MCCONNELL,M,Sci-Fi,missiontomars,589,mcconnell-missiontomars
1303,VOICES,,Crime,frenchconnectionthe,23,voices-frenchconnectionthe
1304,CAROLYN,F,Crime,lonestar,59,carolyn-lonestar
1305,TRENTINO,,Musical,ducksoup,239,trentino-ducksoup
1306,WILL SCARLET,M,Drama,robinhoodprinceofthieves,153,will_scarlet-robinhoodprinceofthieves
1307,SHERIFF RYAN,M,Horror,gothika,264,sheriff_ryan-gothika
1308,MAGUIRE,,Drama,cryinggame,126,maguire-cryinggame
1309,GREENLY,,Drama,boondocksaintsthe,94,greenly-boondocksaintsthe
1310,MARILYN,F,Drama,cellular,27,marilyn-cellular
1311,ANNA,F,Crime,americanthe,21,anna-americanthe
1312,BILLY,M,Western,tombstone,21,billy-tombstone
1313,THERAPIST,,Drama,iamsam,24,therapist-iamsam
1314,PERCEPTOR,,Family,transformersthemovie,57,perceptor-transformersthemovie
1315,DEREK,M,Drama,americanhistoryx,228,derek-americanhistoryx
1316,MR. BLUDWORTH,M,Thriller,finaldestination,84,mr._bludworth-finaldestination
1317,WEINE,,Thriller,finaldestination,66,weine-finaldestination
1318,YURI,,Thriller,2012,94,yuri-2012
1319,DYED HAIR GIRL,F,Thriller,unbreakable,37,dyed_hair_girl-unbreakable
1320,STU,M,Mystery,scream,218,stu-scream
1321,JUANA,,Crime,wildatheart,57,juana-wildatheart
1322,ANDRE,,Comedy,beinghuman,46,andre-beinghuman
1323,PROVOST,,Fantasy,batman2,66,provost-batman2
1324,LEONARD (cont'd),M,Drama,memento,305,leonard_(cont'd)-memento
1325,VERONICA,F,Fantasy,trumanshowthe,29,veronica-trumanshowthe
1326,RESIDENT #1,,Thriller,islandthe,33,resident_#1-islandthe
1327,AMANDA,F,Comedy,detroitrockcity,53,amanda-detroitrockcity
1328,DENISE'S VOICE,F,Romance,stuntmanthe,37,denise's_voice-stuntmanthe
1329,DOC FELIX,,Action,machete,47,doc_felix-machete
1330,SADIE,F,Romance,knockedup,60,sadie-knockedup
1331,ANNA,F,Drama,kafka,24,anna-kafka
1332,DAVID HOBBSCAP,M,Adventure,cars2,47,david_hobbscap-cars2
1333,URI,,Drama,candletowater,206,uri-candletowater
1334,MASTER MIND,M,Comedy,megamind,840,master_mind-megamind
1335,SHADOW,,Drama,backdraft,473,shadow-backdraft
1336,AMERICAN ANNOUNCER,,Sci-Fi,daytheearthstoodstillthe,35,american_announcer-daytheearthstoodstillthe
1337,JANET,F,Fantasy,beinghuman,46,janet-beinghuman
1338,ROBERTA,F,Drama,ghostworld,217,roberta-ghostworld
1339,(CONTINUED),NA,Drama,beinghuman,634,(continued)-beinghuman
1340,KATHRYN,F,Drama,getlow,22,kathryn-getlow
1341,WILLY,M,Crime,sisteract,58,willy-sisteract
1342,(CONTINUED),NA,Action,mariachiel,82,(continued)-mariachiel
1343,COLETTE,F,Comedy,authorsanonymous,561,colette-authorsanonymous
1344,VOICE,,Action,minorityreport,35,voice-minorityreport
1345,TRUDY,,Thriller,miamivice,62,trudy-miamivice
1346,DISSOLVE TO:,NA,Comedy,graduatethe,60,dissolve_to:-graduatethe
1347,NURSE PILBOW,,Drama,oneflewoverthecuckoosnest,26,nurse_pilbow-oneflewoverthecuckoosnest
1348,TV ANCHOR,,Drama,laboroflove,32,tv_anchor-laboroflove
1349,GREENHUT,,Comedy,wonderboys,45,greenhut-wonderboys
1350,BARRIS,M,Drama,confessionsofadangerousmind,1282,barris-confessionsofadangerousmind
1351,SEAN,M,Thriller,departedthe,67,sean-departedthe
1352,DANNY,M,Romance,silverliningsplaybook,181,danny-silverliningsplaybook
1353,DOREEN,F,Action,hardrain,90,doreen-hardrain
1354,FAT LOU,M,Action,jasonx,29,fat_lou-jasonx
1355,AUSTIN,,Drama,chronicle,22,austin-chronicle
1356,VON ZYL,,Drama,powerofonethe,112,von_zyl-powerofonethe
1357,PINK DOT GIRL,F,Drama,magnolia,29,pink_dot_girl-magnolia
1358,MERRILL,,Sci-Fi,signs,387,merrill-signs
1359,WOMAN,F,Romance,fabulousbakerboysthe,68,woman-fabulousbakerboysthe
1360,SECOND A.D.,,Drama,stuntmanthe,22,second_a.d.-stuntmanthe
1361,RACHEL,F,Thriller,waroftheworlds,267,rachel-waroftheworlds
1362,MARVIN,,Comedy,serialmom,23,marvin-serialmom
1363,SIGY,,Thriller,mrbrooks,34,sigy-mrbrooks
1364,MR. CARSON,M,Drama,littleathens,47,mr._carson-littleathens
1365,DR. GOODFELLOW,,Action,tombstone,24,dr._goodfellow-tombstone
1366,COMBS,,Comedy,stingthe,47,combs-stingthe
1367,MARGE,F,Comedy,fargo,582,marge-fargo
1368,MARTIN,,Horror,cellthe,34,martin-cellthe
1369,HELEN,F,Horror,birdsthe,45,helen-birdsthe
1370,BUDDY (O.C.),,Action,jimmyandjudy,46,buddy_(o.c.)-jimmyandjudy
1371,RANDY,,Horror,scream3,38,randy-scream3
1372,MILES,,Action,inception,56,miles-inception
1373,EMILIO,,Crime,colombiana,189,emilio-colombiana
1374,POLICEMAN,M,Comedy,observeandreport,28,policeman-observeandreport
1375,GOTH GIRL,F,Thriller,jennifersbody,49,goth_girl-jennifersbody
1376,AGENT MARIA HILL,F,Sci-Fi,avengersthe2012,67,agent_maria_hill-avengersthe2012
1377,BERTHA MAE,F,Musical,honeydripper,81,bertha_mae-honeydripper
1378,MADAME THENARDIER,F,Drama,lesmiserables,134,madame_thenardier-lesmiserables
1379,COLONEL OLIVER,,Thriller,hotelrwanda,157,colonel_oliver-hotelrwanda
1380,OLD MAN,M,Action,irobot,37,old_man-irobot
1381,HELEN,F,Comedy,whosyourdaddy,70,helen-whosyourdaddy
1382,KYLE,M,Drama,alien3,62,kyle-alien3
1383,BLAZE,,Fantasy,ghostrider,163,blaze-ghostrider
1384,JIMMY,M,Thriller,boondocksaints2allsaintsday,27,jimmy-boondocksaints2allsaintsday
1385,JACK (OFF),M,Thriller,shiningthe,49,jack_(off)-shiningthe
1386,BEN,M,Crime,bluevelvet,35,ben-bluevelvet
1387,GROCER,,Crime,grossepointblank,72,grocer-grossepointblank
1388,PILLSBURY,,Horror,landofthedead,33,pillsbury-landofthedead
1389,YORGI,,Adventure,xxx,292,yorgi-xxx
1390,CARTER,M,Drama,getcarter,887,carter-getcarter
1391,MERCUTIO,,Crime,romeojuliet,152,mercutio-romeojuliet
1392,COACH,,Comedy,buffythevampireslayer,40,coach-buffythevampireslayer
1393,DR. MATHISON,,Drama,unbreakable,22,dr._mathison-unbreakable
1394,SARAH,F,Drama,autumninnewyork,31,sarah-autumninnewyork
1395,BANK CUSTOMER,,Comedy,yesman,41,bank_customer-yesman
1396,JUDGE FRANKEL,,Thriller,siegethe,34,judge_frankel-siegethe
1397,KILLICK,,Action,masterandcommander,42,killick-masterandcommander
1398,SHEPARD,,Action,badcountry,50,shepard-badcountry
1399,FRODO,M,Action,lordoftheringsthetwotowers,72,frodo-lordoftheringsthetwotowers
1400,ABILENE COP #1,,Thriller,suspectzero,40,abilene_cop_#1-suspectzero
1401,ELLIS,,Thriller,diehard,131,ellis-diehard
1402,HOOPER,,Romance,chasingamy,339,hooper-chasingamy
1403,SMEAGOL,M,Fantasy,lordoftheringsreturnoftheking,55,smeagol-lordoftheringsreturnoftheking
1404,GREY,,Drama,takingofpelhamonetwothreethe,22,grey-takingofpelhamonetwothreethe
1405,STARGHER KING,,Horror,cellthe,55,stargher_king-cellthe
1406,DOC,,Action,minorityreport,60,doc-minorityreport
1407,BEAVIS,M,Comedy,beavisandbuttheaddoamerica,344,beavis-beavisandbuttheaddoamerica
1408,"ONE, boy!",,Comedy,aladdin,22,"one,_boy!-aladdin"
1409,VIDERAH,,Drama,terminator2judgementday,24,viderah-terminator2judgementday
1410,DEREK,M,Drama,blow,123,derek-blow
1411,MICHAEL,M,Family,threemenandababy,1025,michael-threemenandababy
1412,VOICE,,Drama,angelsdemons,22,voice-angelsdemons
1413,IRIS,F,Mystery,strangedays,25,iris-strangedays
1414,STEVIE,,Crime,observeandreport,69,stevie-observeandreport
1415,PAVEL LUBYARSKY,,Crime,weownthenight,35,pavel_lubyarsky-weownthenight
1416,BILL,M,Thriller,colorofnight,1042,bill-colorofnight
1417,KADER,,War,battleofalgiersthe,160,kader-battleofalgiersthe
1418,STEWART,,Romance,bountyhunterthe,63,stewart-bountyhunterthe
1419,SANTIAGO,,Drama,blow,23,santiago-blow
1420,QUOYLE (reads),,Romance,shippingnewsthe,40,quoyle_(reads)-shippingnewsthe
1421,SKILLZ,,Romance,celestejesseforever,49,skillz-celestejesseforever
1422,DONEGHY,,Drama,verdictthe,60,doneghy-verdictthe
1423,THE BEAK,,Thriller,carrie,48,the_beak-carrie
1424,THE BRIDE *,F,Action,killbillvolume12,66,the_bride_*-killbillvolume12
1425,DOUG,,Mystery,grudgethe,151,doug-grudgethe
1426,DR. KUNI,,Romance,knockedup,120,dr._kuni-knockedup
1427,(CONTINUED),NA,Crime,mariachiel,82,(continued)-mariachiel
1428,DUSSANDER,M,Thriller,aptpupil,1028,dussander-aptpupil
1429,ELLEN,F,Action,soldier,21,ellen-soldier
1430,ADAM LEAVITT,M,Action,kingdomthe,155,adam_leavitt-kingdomthe
1431,OTHER MR. BOBINSKY,M,Animation,coraline,31,other_mr._bobinsky-coraline
1432,REUBEN,,Crime,oceanstwelve,145,reuben-oceanstwelve
1433,STELLA,F,Crime,italianjobthe,264,stella-italianjobthe
1434,SIBEAL,,Drama,boondocksaints2allsaintsday,30,sibeal-boondocksaints2allsaintsday
1435,ARAGORN (cont'd),M,Action,lordoftheringsreturnoftheking,31,aragorn_(cont'd)-lordoftheringsreturnoftheking
1436,ROMEO (CONT.),M,Romance,romeojuliet,87,romeo_(cont.)-romeojuliet
1437,ALICE,F,Drama,whitesquall,67,alice-whitesquall
1438,KAUFMAN,,Comedy,adaptation,948,kaufman-adaptation
1439,KRISTI,F,Thriller,127hours,54,kristi-127hours
1440,MURNEY,,Action,pacifierthe,116,murney-pacifierthe
1441,JACK,M,Comedy,threemenandababy,1031,jack-threemenandababy
1442,ARIN,,Comedy,somethingsgottagive,21,arin-somethingsgottagive
1443,LOUIS FALSETTI,,Drama,weownthenight,195,louis_falsetti-weownthenight
1444,TOP DOLLAR,,Horror,crowthe,71,top_dollar-crowthe
1445,ANDY (BRITISH) (cont'd),M,Comedy,manonthemoon,24,andy_(british)_(cont'd)-manonthemoon
1446,INDY,M,Adventure,indianajonesandtheraidersofthelostark,591,indy-indianajonesandtheraidersofthelostark
1447,SARA,F,Horror,roommatethe,326,sara-roommatethe
1448,TYRELL (cont'd),,Mystery,istillknowwhatyoudidlastsummer,25,tyrell_(cont'd)-istillknowwhatyoudidlastsummer
1449,NASIM,,Romance,visitorthe,29,nasim-visitorthe
1450,FRODO (cont'd),M,Action,lordoftheringsreturnoftheking,29,frodo_(cont'd)-lordoftheringsreturnoftheking
1451,RYAN,M,Action,colombiana,24,ryan-colombiana
1452,TROY,M,Comedy,littleathens,28,troy-littleathens
1453,DEE,M,Sci-Fi,meninblack,21,dee-meninblack
1454,BILLY,M,Drama,departedthe,763,billy-departedthe
1455,CASTOR,,Crime,faceoff,575,castor-faceoff
1456,ACOSTA,,Drama,smokinaces,62,acosta-smokinaces
1457,BUSINESSMAN,M,Comedy,fasttimesatridgemonthigh,42,businessman-fasttimesatridgemonthigh
1458,JODY,F,Action,cryinggame,393,jody-cryinggame
1459,FOLLETT,,Comedy,mumford,151,follett-mumford
1460,PROF. WEST,,Action,2012,42,prof._west-2012
1461,TOM,M,Comedy,beavisandbuttheaddoamerica,63,tom-beavisandbuttheaddoamerica
1462,BRANDON,M,Comedy,twoforthemoney,360,brandon-twoforthemoney
1463,FRANK,M,Family,megamind,53,frank-megamind
1464,DAVIS,,Crime,midnightexpress,31,davis-midnightexpress
1465,LEO,,Drama,americanpresidentthe,88,leo-americanpresidentthe
1466,CLE OPERATOR 2,,Sci-Fi,perfectcreature,24,cle_operator_2-perfectcreature
1467,BRITISH ASSHOLE (VO),,Action,cellular,23,british_asshole_(vo)-cellular
1468,LAUREL,,Comedy,jerrymaguire,111,laurel-jerrymaguire
1469,NELL,,Comedy,observeandreport,178,nell-observeandreport
1470,PATRICE,,Fantasy,kateleopold,24,patrice-kateleopold
1471,FEDORCHUK,,Sci-Fi,aliennation,49,fedorchuk-aliennation
1472,HELEN,F,Romance,birdsthe,45,helen-birdsthe
1473,PAUL,M,Drama,crazylove,208,paul-crazylove
1474,"FIRST POLICE OFFICER (scornfully): Well, all",NA,Crime,whiteribbonthe,22,"first_police_officer_(scornfully):_well,_all-whiteribbonthe"
1475,BARRY,M,Sci-Fi,residentevil,118,barry-residentevil
1476,FEMALE REPORTER,F,Comedy,observeandreport,61,female_reporter-observeandreport
1477,OLD MATLIN,,Horror,hellboy,28,old_matlin-hellboy
1478,RALPH,M,Comedy,arthur,61,ralph-arthur
1479,"NARRATOR: On the Sunday between those dates, the",NA,Mystery,whiteribbonthe,49,"narrator:_on_the_sunday_between_those_dates,_the-whiteribbonthe"
1480,KELLY,F,Adventure,jurassicparkthelostworld,80,kelly-jurassicparkthelostworld
1481,DELONGPREE,,Thriller,jasonx,34,delongpree-jasonx
1482,MISS STEIN,F,Drama,helpthe,71,miss_stein-helpthe
1483,HARDEMEYER,,Sci-Fi,ghostbusters2,65,hardemeyer-ghostbusters2
1484,ARCHIE,M,Drama,cradle2thegrave,216,archie-cradle2thegrave
1485,VOICE,,Thriller,jacobsladder,46,voice-jacobsladder
1486,DIANE,F,Comedy,sugarandspice,437,diane-sugarandspice
1487,CABLE,,Mystery,klute,219,cable-klute
1488,THUNK,,Adventure,croodsthe,197,thunk-croodsthe
1489,MURRAY,,Crime,americanhistoryx,25,murray-americanhistoryx
1490,MAJOR BELL,,Drama,starman,98,major_bell-starman
1491,COATES,,Drama,laconfidential,42,coates-laconfidential
1492,HARMSWAY,,Adventure,tomorrowneverdies,657,harmsway-tomorrowneverdies
1493,BMAN,M,Comedy,feast,144,bman-feast
1494,JASON,M,Comedy,thisis40,109,jason-thisis40
1495,CYNTHIA,F,Romance,walktoremembera,181,cynthia-walktoremembera
1496,LOUIS,M,Action,manintheironmask,385,louis-manintheironmask
1497,FLASH CUT TO:,,Drama,donniebrasco,38,flash_cut_to:-donniebrasco
1498,YOKO,,Horror,grudgethe,29,yoko-grudgethe
1499,COSTA,,Crime,takinglives,511,costa-takinglives
1500,TRINA,F,Thriller,klute,36,trina-klute
1501,WISDOM,,Action,next,226,wisdom-next
1502,DR. OATMAN,,Romance,grossepointblank,67,dr._oatman-grossepointblank
1503,GIMLI,M,Adventure,lordoftheringsfellowshipoftheringthe,94,gimli-lordoftheringsfellowshipoftheringthe
1504,MATER'S COMPUTER,,Animation,cars2,32,mater's_computer-cars2
1505,BRITISH AIR COMMANDER,,War,pearlharbor,23,british_air_commander-pearlharbor
1506,MURPHY,,Drama,hisgirlfriday,207,murphy-hisgirlfriday
1507,OFF HARRY,,Drama,brokenembraces,75,off_harry-brokenembraces
1508,DIL,,Action,cryinggame,718,dil-cryinggame
1509,AUGUSTUS,,Horror,perfectcreature,222,augustus-perfectcreature
1510,MACKELWAY,M,Horror,suspectzero,804,mackelway-suspectzero
1511,GRANDFATHER,M,Adventure,princessbridethe,231,grandfather-princessbridethe
1512,RANDAL,M,Drama,clerks,1155,randal-clerks
1513,JOE,M,Crime,looper,175,joe-looper
1514,BILLY,M,Thriller,lordofillusions,84,billy-lordofillusions
1515,AVI,,Drama,magnolia,23,avi-magnolia
1516,CARRIE (cont'd),F,Drama,whiteout,168,carrie_(cont'd)-whiteout
1517,MANAGER,,Comedy,punchdrunklove,39,manager-punchdrunklove
1518,AUSTIN,,Adventure,heavymetal,25,austin-heavymetal
1519,SARACEN,,Drama,robinhoodprinceofthieves,44,saracen-robinhoodprinceofthieves
1520,COMPUTER,,Sci-Fi,missiontomars,30,computer-missiontomars
1521,FATE,,Thriller,vforvendetta,37,fate-vforvendetta
1522,MORPHEUS,,Thriller,matrixthe,576,morpheus-matrixthe
1523,NATHAN,M,Romance,hesjustnotthatintoyou,36,nathan-hesjustnotthatintoyou
1524,O'RYAN,,Crime,suspectzero,652,o'ryan-suspectzero
1525,HERSHEY,,Action,judgedredd,113,hershey-judgedredd
1526,DAVID,M,Drama,moneyball,22,david-moneyball
1527,JUDGE,,Adventure,ghostbusters2,77,judge-ghostbusters2
1528,TEDDY,M,Thriller,memento,426,teddy-memento
1529,OLD WOMAN,F,Drama,laboroflove,23,old_woman-laboroflove
1530,HENDRICKS,,Adventure,jaws2,159,hendricks-jaws2
1531,CARTER,,Horror,finaldestination,116,carter-finaldestination
1532,WE GOT A LOT TO DO...ROGER...,,Action,dawnofthedead,25,we_got_a_lot_to_do...roger...-dawnofthedead
1533,PENNY (cont'd),F,Romance,almostfamous,33,penny_(cont'd)-almostfamous
1534,WILL SCARLET,M,Action,robinhoodprinceofthieves,153,will_scarlet-robinhoodprinceofthieves
1535,MARCON,,Thriller,lastboyscoutthe,218,marcon-lastboyscoutthe
1536,GRAHAM,M,Drama,signs,815,graham-signs
1537,GRAHAM,,Drama,manhunter,1111,graham-manhunter
1538,PERCEVAL,M,Drama,excalibur,108,perceval-excalibur
1539,PIPPIN,M,Adventure,lordoftheringsreturnoftheking,122,pippin-lordoftheringsreturnoftheking
1540,AMANDA,F,Romance,burningannie,37,amanda-burningannie
1541,AL,M,Drama,1492conquestofparadise,44,al-1492conquestofparadise
1542,DEAN COVENTRY,,Adventure,indianajonesiv,23,dean_coventry-indianajonesiv
1543,TAGGE,,Fantasy,starwarsanewhope,21,tagge-starwarsanewhope
1544,PAUL,M,Drama,doorsthe,62,paul-doorsthe
1545,OWEN,M,Sci-Fi,starwarsattackoftheclones,28,owen-starwarsattackoftheclones
1546,CINDY,F,Romance,bluevalentine,275,cindy-bluevalentine
1547,ALICE,F,Drama,airforceone,123,alice-airforceone
1548,SUPERVISOR,,Drama,limeythe,38,supervisor-limeythe
1549,JANE,F,Drama,erinbrockovich,35,jane-erinbrockovich
1550,QUAID,,Fantasy,lordofillusions,65,quaid-lordofillusions
1551,LAUREL,,Romance,jerrymaguire,111,laurel-jerrymaguire
1552,WARDEN,,War,fromheretoeternity,655,warden-fromheretoeternity
