	Genre	actual	char	line	pred	linelength
27365	Romance	0	JULIANNE	well.	1.0	1
27366	Mystery	1	BILL	i don't buy it, chief - why would the fbi cover it up?  you're talking the whole fbi here.  a telex that disappears from every single fbi office in the country?	1.0	31
27367	Sci-Fi	1	VICEROY	no!	1.0	1
27368	Action	1	FRANK	i look forward to meeting him.	1.0	6
27369	Romance	1	WILLIAM	i mean -- today's newspapers will be lining tomorrow's waste paper bins.	1.0	12
27370	Comedy	1	GREG	third cousin. she's hot right?	1.0	5
27371	Thriller	1	TREVOR	what? numtoknumtok.	1.0	2
27372	Mystery	1	BILL	who is he, joe?  i've been to every bar, no one wants to talk.	1.0	14
27373	Adventure	1	MIKE	hang on...	1.0	2
27374	Fantasy	0	ELAINE	yes. quite a story.  one thing i don't understand. you said you and jan had a grownup son in numtoknumtoknumtoknumtok. is that right?  but if that's true...	1.0	27
27375	Comedy	1	PHIL	you don't need to count it.   yo could trust me.	1.0	10
27376	Romance	0	ZOE	i miss you, too.	1.0	4
27377	Sci-Fi	1	MYERS	numtoknumtoknumtoknumtok, you mean. hitler died in 'numtoknumtok.	1.0	7
27378	Romance	0	ANGELA	you weren't dreaming about me.	1.0	5
27379	Sci-Fi	1	BARNES	where in hell'd you get these?	1.0	6
27380	Crime	1	SAMI	when do we go?	1.0	4
27381	Drama	0	CLAIRE	and freed the proletariat.	1.0	4
27382	Mystery	1	HOLLOWAY	this should lead to the core of the pyramid.	1.0	9
27383	Thriller	1	THEO	hello, mom?	1.0	2
27384	Drama	1	NICK	i'm not flat.	1.0	3
27385	Mystery	1	RANDY	that was an ice pick-not exactly the same.	1.0	8
27386	Drama	1	LAROCHE	you'll get it.	1.0	3
27387	Drama	1	DANNY	why me?	1.0	2
27388	Comedy	1	RALPH	the groom?	0.0	2
27389	Crime	1	BUD	'look at me when i talk to you.  you try and kill me? you like killin' women and kids?	1.0	19
27390	Drama	1	KEOUGH	he can hit.	1.0	3
27391	Mystery	0	CLAIRE	shhh.	1.0	1
27392	Crime	1	TRAVIS	yeah.	1.0	1
27393	Mystery	1	ANDERSON	you don't have to worry about that.	1.0	7
27394	Western	1	SMITH	why would a man like you be looking for a lousy jap farmer?	1.0	13
27395	Mystery	1	LEROY	get back out there! get back- she stops his mouth with a kiss. the kind of kiss that you can't stop. not desperate, but adamant. finally she disengages, staring at him in the eyes, but before he can say anything... she turns and rushes back on stage. he's stunned. like he's been run over by a truck. she walks towards her dressing room, a satisfied smile on her face. she passes the stage manager. numtoknumtok.	1.0	75
27396	Horror	1	HUSTON	 shit, i wonder what these kids did to bring this much hell down on 'em.	1.0	15
27397	Crime	1	NEFF	how about a wash job on my heap, charlie?	1.0	9
27398	Drama	1	LAZARUS	 my god, gal, don't you got no sense? i ain't sayin' i ain't weak? shit. playin' guitar in the blood-bucket jukes all ya life... a nigga learn how to sin, let me tell you! 	1.0	34
27399	Crime	1	COLIN	there's no need to go yourself, frank.	1.0	7
27400	Crime	1	PISCANO	receipts and bills and... everything's here.	1.0	6
27401	Romance	0	HANNAH	yeah, they have these banks, you know, where they keep them frozen.	1.0	12
27402	Sci-Fi	1	ERNIE	ow! hey!	1.0	2
27403	Romance	0	LORETTA	alright. where's the met?	1.0	4
27404	Crime	1	NORMAN	you know - i really wish i was going to see this. numtoknumtok	1.0	13
27405	Adventure	0	PARIS	 no! he's crazy - he's insane. he hates everybody. he's got these plans -  you've got to help me, james. i'm sorry. i'm sorry for everything. i know i was wrong - but you've got to protect me. i know you still love -	0.0	44
27406	Mystery	0	REGGIE	starting with his own.	1.0	4
27407	Crime	0	CLAIRE	since you're going to be my escort, you'll need a new tie.	1.0	12
27408	Adventure	1	HAL	i feel better than you look. i can live with that.	1.0	11
27409	Music	1	MORRIS	i got it!  the hubcaps.  we need something sweeter.	1.0	9
27410	War	1	PREW	no. nothing. not a thing.	1.0	5
27411	Mystery	1	GITTES	 mulwray was murdered and moved because somebody didn't want his body found in the ocean.	1.0	15
27412	Drama	1	PRICE	what's this?	1.0	2
27413	Thriller	1	BREEZE	i remember, sid! mr. kastle says he don't like no sticky fingers in the till.	1.0	15
27414	Drama	0	JOANNA	no.	1.0	1
27415	Drama	1	HENESSEY	dear ma: i'm looking at the ants, they're pretty great. some really funny ants here, ma. all these funny ants, think i'll stay and watch 'em awhile...	1.0	27
27416	Drama	1	AARON	 let's go, man.  fuck this asshole.	1.0	6
27417	Sci-Fi	1	DREDD	:numtok new angle numtoknumtok	1.0	4
27418	Crime	1	WAYNE	i think she went to do some laundry. threw some stuff in a bag and left.	1.0	16
27419	Fantasy	1	LEOPOLD	this is insufferable! i refuse to be spied upon, skipped over, or shuffled about any longer. i have yet to venture outside this cell. before i go mad a more suitable arrangement must be found.	1.0	35
27420	Crime	1	MIKE	you got a great ass!  i love your ass -- now get that falling ass into bed before it hits the floor.	1.0	22
27421	Sci-Fi	1	JOEL	what's happening here?  oh, god!  i have to go home.  they'll be there soon.	1.0	14
27422	Sci-Fi	0	JENNY	help me!!!	1.0	2
27423	Adventure	1	KUMAR	i don't know. but we can't let him interfere with our quest. suddenly, cole's yellow jeep drives right by them. they hav to jump out of the way. cole parks the jeep and exits with	1.0	35
27424	Comedy	1	ARNOLD	the bodies are dissected, mike, and mr. vargas pulls out parts of the dead body and holds them up. okay?	1.0	20
27425	Sci-Fi	0	LIZ	that's why i went to the drug store. to get a pregnancy test.	0.0	13
27426	Mystery	0	SIDNEY	it's okay. we need to talk.	1.0	6
27427	Drama	0	BECKY	no. no. i'm not hungry.	1.0	5
27428	Mystery	1	JIM	bertrand.  clay bertrand?	1.0	3
27429	Action	0	ELISE	what do you say, hub...? peace?	1.0	6
27430	Mystery	1	WEYLAND	biotechnology was good to me. fusion power. lately doing well with gravity systems.	1.0	13
27431	Drama	0	SAMMY	no, my computer palette's pretty conservative.	1.0	6
27432	Crime	1	BILLY	so what do i do?	1.0	5
27433	Romance	1	HENSLOWE	thank you.	1.0	2
27434	Sci-Fi	0	LILLY	 ...but there was also a miracle. one of these plagues helped nature create a new kind of being. at first they were called nosferatu, or vampire and were feared. but they were not supernatural monsters, just a better version of ourselves. they were the brothers, and their religion and science helped sustain us against the plagues and influenzas that have ravaged europe and the rest of the colonies. for numtoknumtoknumtok years our two races have lived in harmony. until now...	1.0	80
27435	Drama	1	SHAKESPEARE	" henslowe wants ""romeo"" to run a fortnight.  a fortnight! innkeeper! a round for everybody! inkeeper!!  billy!!! and shakespeare goes over to the bar. numtoknumtok pg. numtoknumtok"	1.0	26
27436	Drama	0	LUCY	our date?	1.0	2
27437	Thriller	1	THEO	you knew she was pregnant.	1.0	5
27438	Thriller	1	JACK	the guy's such a fanatic he names his three sons after lenin. and i don't mean john. the same thing is true for carlos. he's a guerilla fighter who loves champagne and caviar... lapierre!	1.0	34
27439	Drama	1	RANDY	numtoknumtoknumtoknumtok ain't old.	1.0	3
27440	Crime	1	FRANK	now, listen: don't make me get black. numtoknumtok   int. security area                                        numtoknumtok	1.0	12
27441	Drama	1	WILLIE	 i'm going to run. they can't keep m from running.	1.0	10
27442	Romance	1	ROB	what it was like.	1.0	4
27443	Sci-Fi	1	JAKE	he's dead. i know it's a big inconvenience to everyone.	1.0	10
27444	Adventure	1	RON	that's a shame.	1.0	3
27445	Mystery	0	SUSIE	i don't know if it's coincidence, but oswald had a top security clearance and knew about the unumtok program from his days at atsugi air base in japan.  six months after he arrives in russia, francis gary powers' unumtok spy flight goes down in russia.  that plane was untouchable. powers hinted that oswald could've given the russians enough data to hit it.  as a direct result, the peace summit between khrushchev and eisenhower failed.  i can't help thinking of that book seven days in may, maybe someone in our military didn't want the peace conference to happen, maybe oswald was part of that.  it gets weirder.	1.0	106
27446	Mystery	0	EMILY	omelet's getting cold. better hurry.	1.0	5
27447	Mystery	1	ROCKLIN	get in here and take care of her.	1.0	8
27448	Sci-Fi	1	SHINZON	i am, commander riker...  ... may i touch your hair?	1.0	10
27449	Sci-Fi	1	BOX	you walked in. i saw you. don't you remember?	1.0	9
27450	Drama	0	MARION	when i met him i was just numtoknumtok. and he was numtoknumtok. i saw the gold ring and just grabbed on. and he was going to make me a star.	1.0	30
27451	Crime	0	CORKY	what?	1.0	1
27452	Mystery	1	JANEK	to milburn and fifield. the first human beings to freak out, get lost, and sleep in their suits in the ruins of an alien civilization.	1.0	25
27453	Adventure	1	NOTTINGHAM	spanish steel, cousin. so much stronger than our native blades. any losses?	1.0	12
27454	Romance	0	MOLLY	thanks.   i'm really sorry. numtoknumtok.	1.0	5
27455	Crime	0	MADOLYN	i'm transferring you to another counselor.	1.0	6
27456	Sci-Fi	1	QUARITCH	the rest of the squad?	1.0	5
27457	Romance	0	FANTINE	 come cosette, the night has grown so cold!	1.0	8
27458	Action	1	BILL	mike says you got a hunch on the buyer.	1.0	9
27459	Animation	1	SHIFU	you actually thought you could learn to do a full split in one night? it takes years to develop one's flexibility and years longer to apply it in combat.	1.0	29
27460	Drama	1	BOOM	i think so.	1.0	3
27461	Crime	1	TEDDY	i'll have to put on my signing clothes.	0.0	8
27462	Crime	0	ALICE	where were you?  you know you can't keep anything from me.	1.0	11
27463	Fantasy	0	AURA	it's so long since i've been with you, barin -- i couldn't stand it. please don't be too angry at me for coming.	1.0	23
27464	Mystery	1	DAGGETT	yeah.	1.0	1
27465	Adventure	1	SILAS	as you can see, in the wrong hands, the px-numtoknumtok serum could be the most devastating weapon on earth.  fortunately it has a very distinct chemical footprint, and using the latest chemtracking technology, we found traces of it in the paradise mall.	1.0	42
27466	Mystery	0	GIULIA	but aren't you afraid?	0.0	4
27467	Romance	1	MICKEY	 i got two minutes.	1.0	4
27468	Comedy	0	FAY	you ok?	1.0	2
27469	Romance	1	BURNS	 you're losing your eye. you used to be able to pitch better than that.  hello... yeah... what? sweeney? well, what can i do for you?	1.0	25
27470	Adventure	1	MILES	you should call her.	1.0	4
27471	Crime	0	LISA	milo?	0.0	1
27472	War	0	PRINCESS	is it true? wallace is captured?	1.0	6
27473	Crime	1	ACE	...she did what she did and i did what i had to do. but, jesus, nicky was the worst thing she could've done.	1.0	23
27474	Romance	0	CHARLOTTE	just saying good-bye to everyone before you leave?	1.0	8
27475	Adventure	1	LLOYD	 what are you talking about?	1.0	5
27476	Romance	0	CANDY	 i'm okay--i can walk.	1.0	4
27477	Crime	0	MATHILDE	muzzle velocity?	1.0	2
27478	Mystery	0	LISA	something's wrong. you wouldn't do it.	1.0	6
27479	Sci-Fi	1	FLYNN	no, sinclair. i'm back. and i'm the boss again. you're fired. not only are you fired, you're going to have a lot of explaining to do to the sec, the justice department and the fbi.  hold him until the police get here.	1.0	42
27480	Romance	0	ERICA	you just like to travel light? oh, please, what the hell does that mean?	1.0	14
27481	Adventure	1	HOOPER	victim one, identified as christine watkins, female caucasian...	1.0	8
27482	Romance	1	NICK	is it?	1.0	2
27483	Romance	1	JOHN	one, two - and then marley jumps the gun, takes a huge bite of the cake lit candles and all.	1.0	20
27484	Fantasy	0	MORGANA	a lovestruck page!	1.0	3
27485	Fantasy	1	WOODY	 speed up!	1.0	2
27486	Crime	1	ELLWOOD	okay, put it on the floor... and do not kick it under the fuckin' bed.	1.0	15
27487	Crime	1	MORTIMER	you will ?	1.0	3
27488	Sci-Fi	1	JAKE	neytiri thinks i'm some kind of retard.	0.0	7
27489	Comedy	1	SHELDRAKE	you know that other key to your apartment -- well, when we had that little scare about miss kubelik, i thought i'd better get rid of it quick -- so i threw it out the window of the commuter train.	1.0	40
27490	Drama	0	ALLISON	i stay to be the person to speak. that's included in the quote.	1.0	13
27491	Drama	1	PRICE	 i don't take sides. i take pictures.	1.0	7
27492	Drama	1	RAY	hey, mr. haley. good to see you.	1.0	7
27493	Crime	1	VITTI	don't do this.	1.0	3
27494	Drama	1	DANNY	but you already talked about it: you said it's not stupid. why isn't it stupid?	1.0	15
27495	Sci-Fi	1	SARTORIUS	no, she won't.	1.0	3
27496	Crime	1	CONNOR	mother, what are you sayin'? you're talkin' crazy here.	1.0	9
27497	Romance	1	ROB	look.  can i pay you properly?  you don't have to tell him what you got. send him forty-five bucks and blow the rest.  give it to charity.  or something.	1.0	29
27498	Action	0	SAMANTHA	meet me off i-numtoknumtok. highmile exit, salt & pepper lounge. eleven a.m.	1.0	12
27499	Adventure	1	LEX	man, that weed knocked christine on her ass. she's sleeping like a baby stella.	1.0	14
27500	Mystery	1	EXLEY	yes, dudley.  i am.	1.0	4
27501	Horror	1	BOWMAN	right .  what about sweating lecktor?	1.0	6
27502	Comedy	1	ARTHUR	you're the real slim shady? i knew it! numtoknumtok.	1.0	9
27503	Drama	0	SKEETER	you know i won't be his type. numtoknumtok.	1.0	8
27504	Romance	1	WALLY	we're heading back to cape kenneth.	1.0	6
27505	Adventure	0	ELSA	it's ours, indy. yours and mine.	1.0	6
27506	Drama	0	SKY	i know how to make you sleep.	1.0	7
27507	Crime	1	ANTON	i saw the sign.	1.0	4
27508	Romance	0	ALISON	yes.	1.0	1
27509	Mystery	1	BILL	"that's the same ""nobody"" who didn't tell me buck was a cop."	1.0	12
27510	Comedy	1	RALPH	where is she?	1.0	3
27511	Drama	1	WALTER	don't do that.	1.0	3
27512	Fantasy	0	RITA	where do you have to go in punxsutawney?	1.0	8
27513	Crime	1	TEX	how much did you figure to make?	1.0	7
27514	War	1	MARION	how many men does cornwallis have under his command?	1.0	9
27515	Mystery	1	MILTON	who?	1.0	1
27516	Horror	0	LISA	you fucking believe that do you?? sounds like a bunch of bullshit to me! you're no better than those fucking fundamentalists who kill innocent people because they've twisted shit they've read in some holy book. it's all shit!!	1.0	38
27517	Crime	1	SAUL	okay, so, like, you've been buying from me for, like, a few months now and i really gotta ask.  what's with the suit?	1.0	23
27518	Crime	1	O'HARA	but i didn't tell you the first act, mister brew... i...	1.0	11
27519	Comedy	1	MATUSCHKA	what for?	1.0	2
27520	Drama	1	TED	she seems a bit off, no?	1.0	6
27521	Crime	1	BUD	i'll handle that.	1.0	3
27522	Romance	1	JOHN	numtoknumtok. numtoknumtok continued:  numtoknumtok	1.0	4
27523	Adventure	1	MUNTZ	oh, you recognize it? i'm impressed! that's an interesting story there...	1.0	11
27524	Sci-Fi	1	RAY	that's my girl.	1.0	3
27525	Fantasy	1	ARTHUR	merlin, are you counselor to the king, or to my sister?	1.0	11
27526	Action	1	HUB	cuff her.	1.0	2
27527	War	1	ALBERT	you don't!	1.0	2
27528	Fantasy	1	EDWARD	"terrible for her, but think about me, young boy with that kind of power. wasn't three weeks later that the crow came back to me in a dream and said, ""your grampa is going to die."" well, i ran right back to my parents. my father said, no, gramps is fine, but i could see there was trepidation. and true enough, that next morning my grampa was dead."	0.0	68
27529	Romance	0	KATE	come on. numtoknumtok.	1.0	3
27530	Mystery	1	RAY	cooch. what's the fort laramie treaty	1.0	6
27531	Comedy	1	FORREST	it was nice talkin' to you.	1.0	6
27532	Crime	0	WOMAN	you ruined my life you sonofabitch. gimme those.	1.0	8
27533	War	1	PAUL	it's an emergency, sir. numtok.	1.0	5
27534	Drama	1	SHAUNESSY	good. you've hired yourself a hell of a lawyer, mr. kramer.  how old is the child?	1.0	16
27535	Mystery	0	CLAIRE	don't.	1.0	1
27536	Crime	1	MARCO	here. for you.	1.0	3
27537	Fantasy	0	ALICE	follow that lane --	1.0	4
27538	Fantasy	1	TED	i'm havin' a little impromptu thing with some people, and john... sam jones is here.	1.0	15
27539	Mystery	0	SUSAN	yes --?	1.0	2
27540	Drama	1	LOUNDS	what am i doing here?	1.0	5
27541	Drama	0	CARLA	danny...telephone.	0.0	1
27542	Romance	1	KRAMER	i told him to watch that oil temperature. what the hell's he doing up there?	1.0	15
27543	Romance	0	GEORGIA	aha. the infamous left.	1.0	4
27544	Sci-Fi	1	SMITH	perhaps the professor was hit on the head when we landed.	1.0	11
27545	Mystery	1	ARTHUR	i know! we have to reconnect the loop before they wake up! numtoknumtok.	1.0	13
27546	Drama	0	MIRABEHN	might mr. nehru be there too?	1.0	6
27547	Romance	0	GIGI	where am i supposed to be?	1.0	6
27548	Crime	1	SAMI	see, i told you that you could trust me.	1.0	9
27549	Sci-Fi	1	YUEH	when you see the baron, remember the tooth!  the tooth! numtoknumtoknumtok.  numtoknumtoknumtoka.     int. communications room - arrakeen pal	1.0	18
27550	Romance	0	MOLLIE	i ain't gonna squeal! i ain't goin' to!	1.0	8
27551	Sci-Fi	1	ROBBIE	 what? wait. i have no idea what's going on...	1.0	9
27552	Drama	1	BARRY	sounds like mays, mantle, aaron...	1.0	5
27553	Drama	1	LOUIS	 perfect. we got it.	1.0	4
27554	Mystery	0	SAM	chris... you're a nice guy, but you don't have to be looking out for me. you're not my dad, you're not my big brother...	0.0	24
27555	Sci-Fi	1	KID	a man.	1.0	2
27556	Romance	1	NICK	shit!	1.0	1
27557	Crime	0	LYNN	 what are you doing?!	1.0	4
27558	Sci-Fi	0	TERRI	no way. it's missing the last pair of chromosomes. see?	1.0	10
27559	Adventure	1	BOND	blood or dutch?	1.0	3
27560	Drama	1	CURTIS	i think i smell good.	1.0	5
27561	Comedy	1	PETE	i understand it makes you feel bad when i am dishonest with you.	1.0	13
27562	Comedy	0	FRAN	twenty-seven.	1.0	1
27563	Crime	1	HAGEN	you know there's a senate investigating committee recently set up; we thought it would be unfortunate if they were to trace anything though-provoking to your name.	1.0	26
27564	Romance	1	ERIC	debbie, let me handle this. we've got a wedding to pay for, numbnuts, and you know mom and dad are going to branson next month. now you always been grammy's favorite so we're counting on you to get in there and sort out what's what.	1.0	45
27565	Adventure	0	BETTINA	i can't believe this.  i -- i -- they are... you're a gifted artist.  you're into something very powerful.  primal. truly.	1.0	21
27566	Romance	0	ANNA	i know that i -	1.0	5
27567	Mystery	0	REGGIE	you mean it's just lying around someplace -- all that cash?	1.0	11
27568	Sci-Fi	0	STARCK	if they are, they're screening their calls.	1.0	7
27569	Horror	1	JORGE	stop!!!   you can't go in there!!!	1.0	6
27570	Drama	1	ROPER	mccall, shoot the son of a bitch!	1.0	7
27571	Adventure	0	EEP	dad, no!	1.0	2
27572	Romance	1	CONOR	you want one more?	1.0	4
27573	Drama	0	LIZ	 we could make better time with a dog team.	1.0	9
27574	Crime	1	GABRIEL	damn.	1.0	1
27575	Mystery	1	JEFF	still -- those witnesses.	1.0	4
27576	Sci-Fi	1	TODD	always.	1.0	1
27577	Crime	0	EUNICE	let's speed this up before your new sidekick's got to dig any deeper into his impressive vocabulary.	1.0	17
27578	Mystery	0	STELLA	unless, he puts in standing on end -- which would be very original and not require the use of either a knife or a saw. my guess is she's scattered all over town. a leg in the east river -- an arm --	1.0	43
27579	Drama	0	AIBILEEN	y'all two gone sit there and tell me you one hundred percent without a doubt sure `bout all this?!	1.0	19
27580	Sci-Fi	1	HENRY	professor?	1.0	1
27581	Romance	1	JACQUES	 he doesn't hear too well.	1.0	5
27582	Mystery	0	CARRIE	don't move.	1.0	2
27583	Drama	1	JACK	i promised two people i'd do it thi way.	1.0	9
27584	Comedy	0	ORLEAN	laroche once spilled toxic pesticide into a cut on his hand. it resulted in permanent heart and liver damage. most people would consider this a terrible accident. laroche considered it a success... numtoknumtok.	0.0	33
27585	Crime	1	TANNER	you think you're so god damned smart, don't you?	1.0	9
27586	Sci-Fi	1	MAN	too little?  too little. okay, wait for me.	1.0	8
27587	Comedy	1	BREAN	mmm.	1.0	1
27588	Crime	0	GINA	you mean with the flowers...?	1.0	5
27589	Horror	1	CLIFFORD	yes. maybe not tomorrow, maybe not this week, but i'll find him.	1.0	12
27590	Adventure	0	CARINE	could he feel the changes here at home? by some kind of supernatural osmosis? chris once wrote to me from college saying he wanted to talk to me about all the problems he had with mom and dad. we see what may be chris' pov from a train car snaking through a mountain pass.	0.0	54
27591	Comedy	0	RACHEL	really?  look in your ex-wife's eyes.	1.0	6
27592	Crime	1	MARSHAL	it's a caffeine kinda night fellas. eyes open.	1.0	8
27593	Drama	1	BEN	 rache says it's from you.	1.0	5
27594	Crime	0	MIRANDA	sorry...	1.0	1
27595	Comedy	1	MUMFORD	...and his family.	1.0	3
27596	Comedy	1	STANLEY	parsons.	1.0	1
27597	Crime	0	DORIS		1.0	0
27598	Sci-Fi	0	MELINA	but who'll work the machine? do you know how?	1.0	9
27599	Romance	1	PHILIP	watch where you're walking, because, if you step in something, we're not going back in the car.	1.0	17
27600	Crime	1	OLIVER	here you go mate.	1.0	4
27601	Crime	0	BONNIE	 you gonna wear 'em?	1.0	4
27602	War	1	PAUL	madame, this is benedict nangori, one of our best journalists. he covers all the big stories. i thought you should meet.	1.0	21
27603	Romance	1	BARNEY	it must be difficult to let go of something so beautiful.	1.0	11
27604	Drama	1	PEDRO	when you get back to the united states, i want you to give this ball to tippy martinez for me. he is from nicaragua.	1.0	24
27605	Crime	1	DEREK		1.0	0
27606	Mystery	1	LOU	what are you talking about, dave? you weren't mentioned in the story. don't jump to conclusions.	1.0	16
27607	Sci-Fi	1	LUKE	 shut down all the garbage mashers on the detention level.	1.0	10
27608	Drama	1	JIM	 i bet you hear everything i say!	1.0	7
27609	Romance	0	KARA	ryan, where are you? we're having a meltdown here.	1.0	9
27610	Drama	1	PHIL	a hippie hit it.   i thought you gone.	1.0	8
27611	Adventure	1	JOHN	yeah, that's right.  you wanna come in and shake it for me?	1.0	12
27612	Fantasy	1	SAM	mr. frodo's not gong anywhere without me.	1.0	7
27613	Drama	0	EVE	you won't forget it?	1.0	4
27614	Drama	1	TED	 yeah, well he did, didn't he.	1.0	6
27615	Crime	1	TUBBS	and we didn't come down here to audition.  business auditions for us...  ...and know who we are and know they want their load run by us before nicholas calls.	1.0	29
27616	Crime	0	DAVINA		1.0	0
27617	War	1	BILLY	why?	1.0	1
27618	Sci-Fi	1	DEREK	don't move an inch, you bloody bastard.	1.0	7
27619	Romance	1	FERGUS	"well, there was this scorpion, you see. and he wants to go across the river. but he can't swim. so he goes to this frog, who can swim, and he says to him, ""excuse me, mr. froggy..."" numtoknumtoknumtok."	1.0	38
27620	Crime	1	DOC	how much does beynon get?	1.0	5
27621	Crime	1	CARTER	let her go. she'll be ok.  sorry about that.	1.0	9
27622	Sci-Fi	0	JESSICA	i have.	1.0	2
27623	Fantasy	1	SAM	 i thought you were cute.	1.0	5
27624	Fantasy	1	QUINN	blu ray?	1.0	2
27625	Comedy	1	HENRY	you did it, hannah!   you did it!	1.0	7
27626	Drama	1	ELLIS	the girl you're waitin' on, she's your girlfriend?	1.0	8
27627	Romance	0	JUNO	wow, i actually feel like less of a fat dork now.	1.0	11
27628	Mystery	1	CHAD	 transmitting pussy file now.	1.0	4
27629	Sci-Fi	0	PEPPER	is this about the avengers? which i...i know nothing about.	1.0	10
27630	Crime	0	EVE	jon -- what are the odds?	1.0	6
27631	Sci-Fi	1	PICARD	what do we know about the population?	1.0	7
27632	Crime	1	MESSNER	two man cover formation, far end, the elevator is open, possible aggression inside, watch for fire--	1.0	16
27633	Adventure	0	CAMMI	i picked him up and i fucked him. i'm a bad girl.	1.0	12
27634	Drama	1	NEIL	i mean, i haven't even gotten the part yet. can't i even enjoy the idea for a little while?	1.0	19
27635	Drama	0	LOUELLA	we got hollywood.	1.0	3
27636	Comedy	1	NARRATOR	...and died at seven-thirty that evening.	1.0	6
27637	Romance	0	JUDGE	i see. and if they escaped, then you'd be blamed, you'd be charged, you might even be executed?	1.0	18
27638	Comedy	1	AMBLER	yes, sir.	1.0	2
27639	Romance	1	FATS	honest to god i'm broke -- gimme a break.	1.0	9
27640	Film-Noir	1	SENATOR	why does everything you say sound like a threat?	1.0	9
27641	Western	1	ILES	 when are you returning mrs. caslon's gold?	1.0	7
27642	Sci-Fi	0	STARCK	you're okay now, it's over...	1.0	5
27643	Mystery	1	NORMAN	wanna fool around?	1.0	3
27644	Crime	1	MILO	c'mon, i wouldn't have a destiny without you. my destiny would be dying at numtoknumtok. from eating --	1.0	18
27645	War	0	KAREN	no, i guess you're not. but then i came a little early. i must have been overanxious. you weren't overanxious though, were you? you got here right on the dot.	1.0	30
27646	Romance	1	SAM	 shut up.	1.0	2
27647	Crime	1	YURI	he'd come to the right place - peacekeepers are armed to the teeth.  and nothing but premium product.  the u.n. mostly buys from switzerland - where else?	1.0	27
27648	Crime	1	ZACK	jesus, maybe she was faking, hoping he would go away.	1.0	10
27649	Crime	1	ELMORE	that's already happened hoss.   it's naive to think otherwise.	1.0	9
27650	Music	1	JIM	i think we gotta get really ripped!	1.0	7
27651	Horror	1	CARTER	then why bother? what's the fuckin' point? terry and me will be back together on the other side, so why wait any longer?	1.0	23
27652	Comedy	1	GREG	here comes bottom. numtoknumtok.	1.0	4
27653	Adventure	1	WILLENHOLLY	listen up, ladies and gentlemen! our fugitive has been on the run for numtok hours!  average simian foot speed over uneven ground--barring injuries or preoccupation with tire tubes, mites or bananas--is four miles an hour. that gives us a radius of twenty miles.	1.0	43
27654	Horror	1	ANDY	what... what are you doing ? that... that's red square.	1.0	10
27655	Crime	1	COLVIN	 it was a disaster. the drug was so addictive, the damage it did to the mind was so devastating that we lost our government funding. by the end, we couldn't even guarantee the safety of our scientists administering the experiment. test subjects would follow them home and kill them for an extra dose. m	1.0	54
27656	Drama	0	CHARLY	hang on, catey.	1.0	3
27657	Drama	0	LUCY	i don't care if willie loses... jus so he gets the truth to the people. isn't that true, willie?	0.0	19
27658	Fantasy	1	ASH	"hey, wait a minute. everything's cool!  i said the words!  i did! numtoknumtoknumtok	ext. castle - night									numtoknumtoknumtok numtoknumtoknumtok	int. castle courtyard - night							numtoknumtoknumtok"	1.0	25
27659	Comedy	0	BOBBIE	he's not gonna be happy. and your parents can't be too thrilled either.	1.0	13
27660	Adventure	0	BETH	i have a confession. here it is.	1.0	7
27661	Crime	1	ZACK	yeah.	1.0	1
27662	Mystery	1	BILL	yeah !	1.0	2
27663	Sci-Fi	0	CLEMENTINE	god, yes.  you've saved my life!	1.0	6
27664	Mystery	1	ALAN	no messages. numtoknumtok.	1.0	3
27665	Crime	1	ERIC	[any others i should worry about?]	1.0	6
27666	Mystery	1	EAMES	thanks for the contribution, arthur.	1.0	5
27667	Drama	1	FLEURY	let me talk to them. al-ghazi looks unsure. he was not expecting this. fleury and al-ghazi walk up the front walk. fleury noticing kids bikes, hockey gear, a comfortable easy chair covered in fur outside on the front porch, toy guns. fleury sits with the ripons: earl  janine, his wife , and maddy, earl's mother . earl sits on an ugly couch, a plywood sheet right above their heads. everyon uneasy save the cat in maddy's lap. fleury waves off a bottl of water from janine. al-ghazi hovers awkwardly by the front door.	1.0	93
27668	Romance	0	APRIL	you don't want to go, do you?	1.0	7
27669	Comedy	0	ANNABELLE	what can i say? go from the shotgun and scramble your ass off.	1.0	13
27670	Romance	0	ALLISON	 do you feel all right?	1.0	5
27671	Sci-Fi	1	BUD	hey take it easy. take it easy. the guys head is hurt.	1.0	12
27672	Adventure	1	MATER	thanks, buddy.	1.0	2
27673	Sci-Fi	1	REESE	alright.  you stay down by day, but at night you can move around. the h-k's use infra-red so you still have to watch out. but they're not too bright. john taught us ways to dust them them.  that's when the infiltra- tors started to appear.  the terminators were the newest, the worst...	1.0	52
27674	Comedy	0	DEBBIE	what?	1.0	1
27675	Crime	1	DANIEL	... hot!	1.0	2
27676	Western	0	MARY	better not let clay catch you waitin on us.	1.0	9
27677	Romance	1	BERNIE	 you had your chart done.	1.0	5
27678	Sci-Fi	1	QUAIL	 you've compromised the sphinx project.  you'll have to be silenced. mcclane wait a minute.  quail --	1.0	16
27679	Horror	1	LOUIS	well, it's always better to take precautions--but i'm sure church will be all right, honey...	1.0	15
27680	Horror	0	JENNIFER	hey, i think they need two groupies. come on! it'll be like almost famous! i'll be penny lane and you can be the other girl.	1.0	25
27681	Fantasy	0	BELLA	-- i'm coming --	1.0	4
27682	Mystery	1	DEWEY	let's find out.	1.0	3
